,total_sqft,bath,price,price_per_sqft
3096,12000.0,12.0,525.0,4375.0
3097,1200.0,5.0,195.0,16250.0
3098,1818.0,3.0,135.0,7425.742574257426
3099,1070.0,2.0,33.0,3084.11214953271
3100,1640.0,3.0,241.0,14695.121951219513
3101,1350.0,2.0,54.6,4044.4444444444443
3102,630.0,1.0,27.0,4285.714285714285
3103,1430.0,2.0,113.0,7902.097902097902
3104,2430.0,4.0,180.0,7407.407407407408
3105,1500.0,7.0,220.0,14666.666666666666
3106,1084.0,2.0,55.0,5073.8007380073805
3107,1186.0,2.0,56.0,4721.753794266442
3108,1255.0,2.0,50.0,3984.06374501992
3109,3400.0,5.0,240.0,7058.823529411765
3110,1541.0,3.0,69.84,4532.121998702141
3111,3596.0,5.0,282.0,7842.046718576195
3112,1295.0,2.0,70.0,5405.405405405405
3113,1000.0,4.0,110.0,11000.0
3114,2820.0,3.0,285.0,10106.382978723404
3115,1370.0,2.0,54.79,3999.2700729927005
3116,1100.0,2.0,40.0,3636.3636363636365
3117,4772.0,6.0,510.0,10687.34283319363
3118,1370.0,2.0,170.0,12408.759124087592
3119,1370.0,2.0,54.79,3999.2700729927005
3120,1200.0,2.0,62.0,5166.666666666667
3121,2000.0,3.0,95.0,4750.0
3122,3500.0,4.0,300.0,8571.42857142857
3123,1200.0,4.0,240.0,20000.0
3124,2400.0,5.0,253.0,10541.666666666666
3125,1220.0,3.0,62.0,5081.9672131147545
3126,1950.0,3.0,130.0,6666.666666666667
3127,1178.0,2.0,73.0,6196.9439728353145
3128,1286.0,3.0,61.44,4777.604976671851
3129,1160.0,2.0,42.0,3620.689655172414
3130,918.0,2.0,55.0,5991.285403050109
3131,1563.0,3.0,91.84,5875.879718490083
3132,1326.0,2.0,62.17,4688.536953242836
3133,1350.0,2.0,140.0,10370.37037037037
3134,3960.0,5.0,386.0,9747.474747474747
3135,1240.0,2.0,39.06,3150.0
3136,1325.0,2.0,50.0,3773.5849056603774
3137,1100.0,2.0,44.0,4000.0
3138,3875.0,3.0,800.0,20645.16129032258
3139,1605.0,3.0,50.0,3115.264797507788
3140,5600.0,5.0,515.0,9196.42857142857
3141,1260.0,2.0,60.0,4761.9047619047615
3142,1553.0,3.0,83.09,5350.289761751449
3143,1280.0,2.0,52.0,4062.5
3144,1550.0,2.0,75.0,4838.709677419355
3145,1445.0,2.0,125.0,8650.519031141868
3146,1550.0,3.0,74.0,4774.193548387097
3147,1515.0,2.0,80.91,5340.59405940594
3148,1332.0,2.0,86.12,6465.465465465465
3149,1652.0,3.0,70.0,4237.28813559322
3150,1570.0,3.0,105.0,6687.898089171975
3151,5400.0,4.0,725.0,13425.925925925925
3152,794.0,1.0,60.0,7556.675062972292
3153,1200.0,2.0,62.0,5166.666666666667
3154,3600.0,3.0,410.0,11388.888888888889
3155,1200.0,3.0,175.0,14583.333333333334
3156,1650.0,3.0,220.0,13333.333333333334
3157,600.0,2.0,85.0,14166.666666666666
3158,2800.0,3.0,250.0,8928.57142857143
3159,1750.0,3.0,110.0,6285.714285714285
3160,1053.0,2.0,48.0,4558.404558404558
3161,1100.0,3.0,53.0,4818.181818181818
3162,1665.0,3.0,70.0,4204.204204204204
3163,4051.0,4.0,345.0,8516.415699827203
3164,5500.0,5.0,1500.0,27272.727272727272
3165,1447.0,3.0,80.0,5528.6800276434005
3166,1012.0,2.0,75.0,7411.067193675889
3167,1900.0,3.0,60.0,3157.8947368421054
3168,1308.0,2.0,92.66,7084.0978593272175
3169,3250.0,4.0,230.0,7076.923076923077
3170,1351.0,2.0,53.0,3923.019985196151
3171,1000.0,2.0,22.0,2200.0
3172,1200.0,4.0,350.0,29166.666666666668
3173,1140.0,2.0,49.11,4307.894736842105
3175,1250.0,2.0,55.0,4400.0
3176,1290.0,3.0,45.15,3500.0
3177,1424.0,2.0,90.0,6320.224719101124
3178,1320.0,2.0,60.6,4590.909090909091
3179,1662.0,3.0,85.5,5144.404332129964
3180,8321.0,5.0,2700.0,32448.02307414974
3181,1200.0,2.0,45.0,3750.0
3182,1975.0,3.0,210.0,10632.911392405063
3183,1295.0,2.0,59.5,4594.594594594595
3184,1777.0,3.0,100.0,5627.462014631401
3185,1900.0,3.0,108.0,5684.210526315789
3186,1576.0,3.0,59.1,3750.0
3187,1020.0,2.0,41.0,4019.607843137255
3188,2100.0,3.0,170.0,8095.238095238095
3189,648.0,1.0,31.75,4899.691358024691
3190,1167.0,2.0,38.0,3256.212510711225
3191,1000.0,7.0,160.0,16000.0
3192,1220.0,2.0,50.89,4171.311475409836
3193,2350.0,5.0,327.0,13914.893617021276
3194,1259.0,2.0,67.4,5353.455123113583
3195,2000.0,4.0,82.0,4100.0
3196,1800.0,3.0,80.0,4444.444444444444
3197,1991.0,3.0,160.0,8036.162732295329
3198,1665.0,3.0,110.0,6606.606606606607
3199,1234.0,2.0,61.0,4943.273905996759
3200,1340.0,2.0,64.31,4799.253731343284
3201,1170.0,2.0,46.79,3999.1452991452993
3202,995.0,2.0,46.0,4623.115577889447
3203,1075.0,2.0,60.0,5581.395348837209
3204,1025.0,2.0,54.5,5317.073170731707
3205,2721.0,3.0,113.0,4152.884968761485
3206,2000.0,3.0,99.0,4950.0
3207,2500.0,4.0,155.0,6200.0
3208,1325.0,2.0,70.0,5283.018867924528
3209,1314.0,2.0,68.2,5190.258751902587
3210,2265.0,3.0,136.0,6004.415011037528
3211,4800.0,7.0,170.0,3541.6666666666665
3212,1026.0,2.0,41.0,3996.101364522417
3213,1200.0,3.0,66.0,5500.0
3214,2220.0,4.0,65.0,2927.927927927928
3216,1420.0,2.0,99.39,6999.295774647887
3217,1888.0,4.0,95.0,5031.779661016949
3218,1300.0,2.0,90.87,6990.0
3219,1216.0,2.0,97.16,7990.131578947368
3220,3000.0,4.0,342.0,11400.0
3221,1559.0,3.0,63.0,4041.0519563822963
3222,1290.0,2.0,87.0,6744.186046511628
3223,2400.0,6.0,245.0,10208.333333333334
3224,905.0,1.0,55.0,6077.348066298343
3225,1069.0,2.0,55.0,5144.9953227315245
3226,829.0,2.0,22.8,2750.301568154403
3227,1900.0,2.0,200.0,10526.315789473685
3229,1300.0,3.0,60.0,4615.384615384615
3230,1115.0,2.0,33.45,3000.0000000000005
3231,2409.0,3.0,360.0,14943.960149439601
3232,2150.0,4.0,125.0,5813.953488372093
3233,1305.0,2.0,69.0,5287.35632183908
3234,1252.0,2.0,56.32,4498.402555910543
3235,2400.0,5.0,250.0,10416.666666666666
3236,1200.0,2.0,46.13,3844.1666666666665
3237,1750.0,3.0,130.0,7428.571428571428
3238,545.0,1.0,35.0,6422.018348623853
3239,1375.0,2.0,105.0,7636.363636363636
3240,1313.0,2.0,66.5,5064.737242955065
3241,3640.0,4.0,275.0,7554.945054945055
3242,1693.0,3.0,108.0,6379.208505611341
3243,1160.0,2.0,41.75,3599.137931034483
3244,1200.0,3.0,200.0,16666.666666666668
3245,1255.0,2.0,79.0,6294.820717131474
3246,1000.0,4.0,75.0,7500.0
3247,900.0,2.0,45.0,5000.0
3248,1700.0,3.0,90.0,5294.117647058823
3249,1875.0,3.0,180.0,9600.0
3250,1700.0,3.0,88.0,5176.470588235294
3251,1749.0,3.0,115.0,6575.18582046884
3252,1500.0,3.0,65.0,4333.333333333333
3253,1175.0,2.0,48.0,4085.1063829787236
3254,1280.0,2.0,60.0,4687.5
3255,1200.0,2.0,50.0,4166.666666666667
3256,1610.0,2.0,115.0,7142.857142857143
3257,1070.0,2.0,46.0,4299.065420560748
3258,1200.0,2.0,66.0,5500.0
3259,1127.0,2.0,50.0,4436.557231588287
3260,1210.0,2.0,102.0,8429.752066115703
3261,600.0,2.0,23.0,3833.3333333333335
3262,4190.0,4.0,380.0,9069.212410501194
3263,1364.0,2.0,70.0,5131.964809384164
3264,2268.0,3.0,146.0,6437.389770723104
3265,1150.0,2.0,77.5,6739.130434782609
3266,1146.0,2.0,39.5,3446.7713787085513
3267,1345.0,2.0,55.0,4089.2193308550186
3268,1110.0,2.0,41.0,3693.6936936936936
3269,750.0,2.0,36.0,4800.0
3270,1156.0,2.0,49.5,4282.006920415225
3271,1247.0,2.0,59.8,4795.50922213312
3272,1058.0,2.0,60.0,5671.077504725898
3273,950.0,2.0,48.0,5052.631578947368
3274,420.0,2.0,35.0,8333.333333333334
3275,600.0,2.0,90.0,15000.0
3276,1520.0,2.0,103.0,6776.315789473684
3277,1215.0,2.0,58.86,4844.444444444444
3278,900.0,1.0,30.0,3333.3333333333335
3279,2350.0,3.0,174.0,7404.255319148936
3280,1050.0,2.0,46.0,4380.952380952381
3281,1672.0,3.0,150.0,8971.291866028709
3282,2800.0,5.0,125.0,4464.285714285715
3283,1500.0,2.0,65.0,4333.333333333333
3284,1400.0,2.0,65.0,4642.857142857143
3286,2700.0,4.0,130.0,4814.814814814815
3287,920.0,2.0,37.46,4071.7391304347825
3288,1200.0,3.0,70.0,5833.333333333333
3289,1250.0,3.0,139.0,11120.0
3290,1817.0,4.0,153.0,8420.473307649972
3291,2043.0,6.0,375.0,18355.359765051395
3292,1140.0,2.0,46.0,4035.0877192982457
3293,4346.0,4.0,450.0,10354.348826507134
3294,1464.0,2.0,56.0,3825.136612021858
3295,1468.0,3.0,130.0,8855.58583106267
3296,1555.0,2.0,82.0,5273.311897106109
3297,1200.0,4.0,110.0,9166.666666666666
3298,1150.0,2.0,55.0,4782.608695652174
3299,970.0,2.0,35.0,3608.2474226804125
3300,2500.0,4.0,95.0,3800.0
3301,1166.0,2.0,53.0,4545.454545454545
3302,2779.0,3.0,317.0,11406.980928391507
3303,1350.0,3.0,58.0,4296.2962962962965
3304,900.0,2.0,46.0,5111.111111111111
3305,1300.0,2.0,52.0,4000.0
3306,1190.0,3.0,55.0,4621.848739495798
3307,1495.0,2.0,75.0,5016.722408026756
3308,1224.0,2.0,105.0,8578.43137254902
3309,1350.0,2.0,68.0,5037.037037037037
3310,940.0,2.0,56.8,6042.553191489362
3311,1100.0,2.0,55.0,5000.0
3312,1300.0,2.0,61.0,4692.307692307692
3313,1480.0,2.0,145.0,9797.297297297297
3314,1105.0,2.0,46.37,4196.380090497738
3315,2600.0,3.0,200.0,7692.307692307692
3316,1517.0,3.0,76.3,5029.663810151615
3317,3800.0,8.0,200.0,5263.1578947368425
3318,1615.0,3.0,89.75,5557.275541795666
3319,1500.0,3.0,65.0,4333.333333333333
3320,1082.0,3.0,50.5,4667.28280961183
3321,1365.0,2.0,73.0,5347.985347985348
3322,1000.0,2.0,25.0,2500.0
3323,1392.0,2.0,98.0,7040.229885057472
3324,1086.0,2.0,33.66,3099.4475138121543
3325,1586.0,3.0,93.94,5923.076923076923
3326,1100.0,2.0,60.0,5454.545454545455
3327,1065.0,2.0,30.75,2887.323943661972
3328,1500.0,2.0,120.0,8000.0
3329,1575.0,2.0,120.0,7619.047619047619
3330,1975.0,3.0,123.0,6227.848101265823
3331,820.0,2.0,24.0,2926.829268292683
3332,1745.0,3.0,110.0,6303.7249283667625
3333,1223.0,2.0,60.0,4905.968928863451
3334,1200.0,2.0,65.0,5416.666666666667
3335,1200.0,2.0,90.0,7500.0
3336,665.0,1.0,46.08,6929.3233082706765
3337,1351.0,2.0,70.0,5181.347150259067
3338,1355.0,3.0,83.87,6189.667896678967
3339,3900.0,3.0,300.0,7692.307692307692
3340,1588.0,3.0,75.55,4757.556675062972
3341,900.0,2.0,60.0,6666.666666666667
3342,440.0,3.0,50.0,11363.636363636364
3343,3385.0,4.0,260.0,7680.945347119646
3344,1370.0,2.0,75.0,5474.4525547445255
3345,1500.0,3.0,71.8,4786.666666666667
3346,2280.0,3.0,285.0,12500.0
3347,1100.0,3.0,53.0,4818.181818181818
3348,1247.0,2.0,53.0,4250.200481154771
3349,2000.0,3.0,200.0,10000.0
3350,1020.07,2.0,68.38,6703.461527150097
3351,1033.0,2.0,32.0,3097.773475314618
3352,1460.0,2.0,73.0,5000.0
3353,1150.0,2.0,52.8,4591.304347826087
3354,5965.0,5.0,385.0,6454.316848281643
3355,1141.0,2.0,46.0,4031.5512708150745
3357,4200.0,4.0,325.0,7738.0952380952385
3358,1665.0,2.0,125.0,7507.507507507507
3359,1295.0,2.0,64.0,4942.084942084942
3360,1230.0,2.0,78.0,6341.463414634146
3361,1080.0,2.0,75.0,6944.444444444444
3362,1000.0,2.0,60.0,6000.0
3363,2400.0,2.0,50.0,2083.3333333333335
3365,1708.0,3.0,75.0,4391.100702576113
3366,1697.0,3.0,115.0,6776.664702416028
3367,3537.0,5.0,210.0,5937.234944868533
3368,615.0,1.0,28.29,4600.0
3369,1350.0,2.0,83.0,6148.148148148148
3371,1083.0,2.0,32.49,3000.0
3372,1460.0,2.0,65.0,4452.054794520548
3373,1084.0,2.0,58.0,5350.553505535056
3374,1035.0,2.0,41.43,4002.8985507246375
3375,2400.0,2.0,150.0,6250.0
3376,460.0,1.0,21.0,4565.217391304348
3377,950.0,5.0,90.0,9473.684210526315
3378,1285.0,2.0,55.9,4350.194552529183
3379,2000.0,16.0,490.0,24500.0
3380,1200.0,3.0,78.0,6500.0
3381,1070.0,2.0,35.0,3271.0280373831774
3382,1801.0,3.0,140.0,7773.459189339256
3383,1697.0,3.0,115.0,6776.664702416028
3384,1199.0,2.0,65.0,5421.184320266889
3385,2300.0,3.0,220.0,9565.217391304348
3386,1340.0,2.0,64.31,4799.253731343284
3387,3800.0,4.0,205.0,5394.736842105263
3388,600.0,5.0,50.0,8333.333333333334
3389,1125.0,2.0,75.0,6666.666666666667
3390,1200.0,2.0,67.0,5583.333333333333
3391,1050.0,2.0,41.0,3904.7619047619046
3392,956.0,2.0,49.0,5125.523012552301
3393,1000.0,2.0,30.0,3000.0
3394,1596.0,3.0,95.0,5952.380952380952
3395,1200.0,5.0,150.0,12500.0
3396,1296.0,2.0,89.06,6871.913580246914
3397,1200.0,7.0,170.0,14166.666666666666
3398,1639.0,3.0,123.0,7504.5759609518
3399,1219.0,2.0,61.25,5024.610336341263
3400,1200.0,3.0,50.0,4166.666666666667
3401,1218.0,2.0,73.0,5993.431855500821
3402,920.0,2.0,37.0,4021.7391304347825
3403,2559.0,3.0,141.0,5509.964830011723
3404,525.0,1.0,26.0,4952.380952380952
3405,1427.0,2.0,48.51,3399.4393833216536
3406,1270.0,3.0,45.0,3543.3070866141734
3407,920.0,2.0,65.0,7065.217391304348
3408,2700.0,3.0,68.0,2518.5185185185187
3409,1740.0,3.0,199.0,11436.781609195403
3410,1355.0,2.0,40.0,2952.029520295203
3411,1530.0,2.0,90.0,5882.35294117647
3412,1372.0,2.0,90.0,6559.766763848396
3413,2363.0,5.0,120.0,5078.290308929327
3414,3895.0,4.0,220.0,5648.267008985879
3415,1950.0,3.0,131.0,6717.948717948718
3416,885.0,2.0,40.0,4519.774011299435
3417,600.0,2.0,27.0,4500.0
3418,1270.0,4.0,128.0,10078.740157480315
3419,1380.0,2.0,225.0,16304.347826086956
3420,1339.0,2.0,62.0,4630.321135175504
3421,1130.0,2.0,36.0,3185.8407079646017
3422,1085.0,2.0,43.0,3963.1336405529955
3423,1430.0,3.0,72.0,5034.965034965035
3424,1451.5,4.0,121.0,8336.203926972097
3425,6200.0,5.0,720.0,11612.90322580645
3426,1490.0,2.0,59.6,4000.0
3427,1650.0,4.0,99.0,6000.0
3428,1286.0,2.0,57.0,4432.348367029549
3429,925.0,2.0,63.0,6810.810810810811
3430,3016.0,4.0,230.0,7625.994694960213
3431,1000.0,2.0,44.0,4400.0
3432,1215.0,2.0,39.0,3209.8765432098767
3433,1200.0,3.0,95.0,7916.666666666667
3434,1336.0,2.0,100.0,7485.029940119761
3435,673.0,1.0,36.85,5475.482912332838
3436,1200.0,2.0,58.0,4833.333333333333
3437,600.0,7.0,63.0,10500.0
3438,1600.0,3.0,160.0,10000.0
3439,1200.0,2.0,79.0,6583.333333333333
3440,2480.0,4.0,750.0,30241.935483870966
3441,2500.0,3.0,270.0,10800.0
3442,2400.0,5.0,100.0,4166.666666666667
3443,1143.0,2.0,65.0,5686.789151356081
3444,1470.0,2.0,61.74,4200.0
3445,1584.0,3.0,145.0,9154.040404040405
3446,1785.0,3.0,94.0,5266.106442577031
3447,2292.0,3.0,286.0,12478.184991273996
3448,1460.0,3.0,71.0,4863.013698630137
3449,1500.0,2.0,80.0,5333.333333333333
3450,1200.0,4.0,140.0,11666.666666666666
3451,3300.0,3.0,250.0,7575.757575757576
3452,1230.0,2.0,48.0,3902.439024390244
3453,650.0,1.0,20.0,3076.923076923077
3454,1480.0,2.0,120.0,8108.108108108108
3455,1220.0,2.0,43.92,3600.0
3456,1570.0,3.0,115.0,7324.84076433121
3457,3000.0,3.0,400.0,13333.333333333334
3458,1665.0,3.0,86.91,5219.81981981982
3459,1350.0,3.0,380.0,28148.14814814815
3460,4000.0,5.0,600.0,15000.0
3461,1100.0,2.0,68.0,6181.818181818182
3462,1350.0,2.0,87.01,6445.185185185185
3463,1719.0,3.0,116.0,6748.109365910413
3464,664.0,1.0,35.0,5271.084337349397
3465,1011.0,2.0,50.53,4998.021760633037
3466,2400.0,6.0,130.0,5416.666666666667
3467,1680.0,3.0,85.0,5059.523809523809
3469,700.0,4.0,110.0,15714.285714285714
3470,1520.0,2.0,150.0,9868.421052631578
3471,1350.0,2.0,53.0,3925.925925925926
3472,1760.0,3.0,150.0,8522.727272727272
3473,875.0,2.0,33.0,3771.4285714285716
3474,1231.0,2.0,48.0,3899.268887083672
3475,1174.0,2.0,74.0,6303.236797274276
3476,1560.0,3.0,75.0,4807.692307692308
3477,1464.0,2.0,56.0,3825.136612021858
3478,2200.0,3.0,130.0,5909.090909090909
3479,850.0,2.0,55.0,6470.588235294118
3480,1750.0,3.0,180.0,10285.714285714286
3481,2024.0,3.0,157.0,7756.916996047431
3482,1500.0,1.0,160.0,10666.666666666666
3483,2100.0,6.0,275.0,13095.238095238095
3484,2408.0,4.0,260.0,10797.34219269103
3485,1080.0,2.0,44.0,4074.074074074074
3486,2070.0,3.0,225.0,10869.565217391304
3487,1020.0,2.0,29.46,2888.235294117647
3488,1500.0,2.0,55.0,3666.6666666666665
3489,1575.0,5.0,158.0,10031.746031746032
3490,3250.0,4.0,180.0,5538.461538461538
3491,1175.0,2.0,47.0,4000.0
3492,1030.0,2.0,34.5,3349.5145631067962
3493,1440.0,2.0,115.0,7986.111111111111
3494,1500.0,2.0,84.0,5600.0
3495,1380.0,1.0,62.1,4500.0
3496,1200.0,2.0,50.0,4166.666666666667
3497,705.0,1.0,36.5,5177.304964539007
3498,2240.0,5.0,155.0,6919.642857142857
3499,1584.01,3.0,103.0,6502.484201488627
3500,1340.0,3.0,77.0,5746.268656716418
3501,1800.0,3.0,70.0,3888.8888888888887
3502,1200.0,2.0,45.0,3750.0
3503,685.0,1.0,40.0,5839.41605839416
3504,925.0,2.0,42.0,4540.540540540541
3505,1230.0,2.0,57.0,4634.1463414634145
3506,1200.0,5.0,185.0,15416.666666666666
3507,1125.0,2.0,52.0,4622.222222222223
3508,1100.0,2.0,54.0,4909.090909090909
3509,2400.0,3.0,149.0,6208.333333333333
3510,1400.0,2.0,41.58,2970.0
3511,1200.0,7.0,225.0,18750.0
3512,1858.0,3.0,98.3,5290.635091496232
3513,1260.0,1.0,41.0,3253.968253968254
3514,3530.0,4.0,290.0,8215.297450424929
3515,1185.0,2.0,60.0,5063.291139240507
3516,1200.0,2.0,216.0,18000.0
3517,1255.0,2.0,58.0,4621.5139442231075
3518,3436.0,6.0,475.0,13824.214202561117
3519,1335.0,3.0,89.0,6666.666666666667
3520,1999.0,3.0,132.0,6603.301650825412
3521,1200.0,2.0,125.0,10416.666666666666
3522,1397.0,3.0,110.0,7874.0157480314965
3523,1200.0,10.0,105.0,8750.0
3524,3950.0,4.0,450.0,11392.405063291139
3525,1200.0,2.0,130.0,10833.333333333334
3526,1616.0,3.0,95.0,5878.712871287129
3527,1200.0,7.0,350.0,29166.666666666668
3528,1270.0,2.0,175.0,13779.527559055117
3529,1140.0,2.0,38.55,3381.578947368421
3530,525.0,1.0,30.0,5714.285714285715
3531,1200.0,2.0,98.0,8166.666666666667
3532,700.0,1.0,162.0,23142.85714285714
3533,1205.47,2.0,81.0,6719.370867794304
3534,1200.0,3.0,130.0,10833.333333333334
3535,1700.0,3.0,75.0,4411.764705882353
3536,750.0,4.0,62.0,8266.666666666666
3537,1090.0,2.0,54.54,5003.6697247706425
3538,3600.0,5.0,220.0,6111.111111111111
3539,2400.0,1.0,650.0,27083.333333333332
3540,923.0,1.0,60.84,6591.549295774648
3541,3595.0,6.0,360.0,10013.908205841446
3542,1050.0,2.0,48.0,4571.428571428572
3543,1495.0,2.0,79.5,5317.725752508361
3545,1485.0,3.0,85.0,5723.905723905724
3546,1033.0,2.0,31.5,3049.3707647628266
3547,1400.0,2.0,48.0,3428.5714285714284
3548,500.0,1.0,70.0,14000.0
3549,944.0,2.0,35.0,3707.6271186440677
3550,3250.0,5.0,290.0,8923.076923076924
3551,1216.0,2.0,66.48,5467.105263157895
3552,1100.0,2.0,39.5,3590.909090909091
3553,1743.0,3.0,93.25,5349.971313826735
3554,1274.0,2.0,48.42,3800.6279434850862
3555,2500.0,3.0,425.0,17000.0
3556,1512.0,2.0,110.0,7275.132275132275
3557,3100.0,5.0,385.0,12419.354838709678
3558,1650.0,3.0,100.0,6060.606060606061
3559,1875.0,3.0,55.0,2933.3333333333335
3560,1350.0,3.0,54.0,4000.0
3561,1219.0,2.0,40.0,3281.3781788351107
3562,1200.0,4.0,150.0,12500.0
3563,2400.0,3.0,85.0,3541.6666666666665
3564,1141.0,2.0,44.4,3891.3234005258546
3565,1151.0,2.0,43.1,3744.5699391833186
3566,832.0,3.0,77.0,9254.807692307691
3567,915.0,2.0,38.0,4153.005464480874
3568,3259.0,3.0,270.0,8284.749923289353
3569,1115.0,2.0,65.12,5840.358744394619
3570,2072.0,4.0,139.0,6708.494208494209
3571,1200.0,2.0,53.0,4416.666666666667
3572,1300.0,2.0,65.0,5000.0
3573,1457.0,2.0,85.0,5833.905284831846
3574,1262.0,2.0,55.0,4358.161648177496
3575,1196.0,3.0,150.0,12541.80602006689
3576,900.0,2.0,22.5,2500.0
3577,420.0,1.0,17.0,4047.6190476190477
3578,1160.0,2.0,46.39,3999.137931034483
3579,1115.0,2.0,50.0,4484.304932735426
3580,1315.0,2.0,85.4,6494.296577946768
3581,1500.0,2.0,57.0,3800.0
3582,1127.0,2.0,68.0,6033.717834960071
3583,1397.0,3.0,104.0,7444.523979957051
3584,1173.0,2.0,60.0,5115.089514066496
3585,1090.0,2.0,28.0,2568.8073394495414
3586,2720.0,5.0,210.0,7720.588235294118
3587,1230.0,2.0,76.0,6178.861788617886
3588,3200.0,3.0,190.0,5937.5
3589,858.0,2.0,31.57,3679.4871794871797
3590,1868.0,3.0,121.0,6477.516059957174
3591,1689.28,3.0,91.2,5398.74976321273
3592,600.0,3.0,73.0,12166.666666666666
3593,1425.0,3.0,49.88,3500.3508771929824
3594,1200.0,6.0,170.0,14166.666666666666
3595,1350.0,2.0,100.0,7407.407407407408
3596,4200.0,6.0,180.0,4285.714285714285
3597,1310.0,2.0,85.0,6488.5496183206105
3599,970.0,2.0,40.0,4123.711340206186
3600,1397.0,3.0,108.0,7730.851825340014
3601,1157.0,2.0,40.0,3457.216940363008
3602,1125.0,2.0,61.2,5440.0
3603,1157.0,2.0,42.0,3630.077787381158
3604,1241.0,2.0,82.0,6607.57453666398
3605,660.0,1.0,62.0,9393.939393939394
3606,4000.0,4.0,220.0,5500.0
3607,2340.0,4.0,148.0,6324.786324786325
3608,596.0,1.0,42.0,7046.979865771812
3609,10000.0,16.0,550.0,5500.0
3610,1200.0,4.0,110.0,9166.666666666666
3611,1910.0,3.0,190.0,9947.643979057591
3612,1139.0,2.0,80.0,7023.705004389815
3613,3122.0,5.0,225.0,7206.91864189622
3614,1033.0,2.0,28.41,2750.242013552759
3615,1168.0,2.0,64.08,5486.301369863014
3616,877.0,2.0,42.0,4789.053591790193
3617,1340.0,2.0,75.0,5597.014925373134
3618,1405.0,2.0,70.0,4982.20640569395
3619,1800.0,3.0,65.0,3611.1111111111113
3620,1750.0,3.0,149.0,8514.285714285714
3621,1360.0,2.0,65.0,4779.411764705882
3622,675.0,2.0,148.0,21925.925925925927
3623,985.0,2.0,63.0,6395.9390862944165
3624,1300.0,2.0,129.0,9923.076923076924
3625,1850.0,3.0,150.0,8108.108108108108
3626,1490.0,2.0,88.0,5906.040268456376
3627,620.0,1.0,25.0,4032.2580645161293
3628,1130.0,2.0,42.3,3743.362831858407
3629,1080.0,2.0,55.0,5092.592592592592
3630,3126.0,4.0,120.0,3838.7715930902114
3631,1410.0,2.0,52.17,3700.0
3632,1375.0,3.0,59.0,4290.909090909091
3633,1290.0,2.0,94.5,7325.581395348837
3634,1318.0,2.0,85.28,6470.40971168437
3635,1128.0,2.0,68.0,6028.368794326241
3636,4428.0,4.0,255.0,5758.807588075881
3637,1051.0,2.0,56.74,5398.667935299714
3638,3500.0,5.0,275.0,7857.142857142857
3639,2400.0,4.0,130.0,5416.666666666667
3640,1327.0,2.0,85.0,6405.42577241899
3641,2912.0,6.0,210.0,7211.538461538462
3642,1301.0,2.0,55.0,4227.517294388932
3643,650.0,1.0,30.0,4615.384615384615
3644,1200.0,3.0,67.75,5645.833333333333
3645,1500.0,2.0,89.99,5999.333333333333
3646,2700.0,6.0,675.0,25000.0
3647,1350.0,4.0,145.0,10740.74074074074
3648,1000.0,2.0,28.88,2888.0
3649,984.0,2.0,45.91,4665.650406504065
3650,1819.18,3.0,160.0,8795.17145087347
3651,900.0,1.0,175.0,19444.444444444445
3652,1355.0,3.0,83.87,6189.667896678967
3653,2145.0,4.0,270.0,12587.412587412588
3654,2475.0,4.0,300.0,12121.212121212122
3655,1118.0,2.0,30.0,2683.3631484794278
3656,910.0,1.0,42.0,4615.384615384615
3657,1250.0,3.0,39.0,3120.0
3658,1304.0,2.0,100.0,7668.711656441717
3659,1615.0,3.0,58.0,3591.331269349845
3660,1400.0,2.0,68.0,4857.142857142857
3661,1070.0,2.0,47.5,4439.252336448598
3662,3500.0,3.0,395.0,11285.714285714286
3663,1132.0,2.0,89.37,7894.876325088339
3664,2000.0,3.0,85.0,4250.0
3665,2400.0,5.0,550.0,22916.666666666668
3666,794.0,1.0,65.0,8186.39798488665
3667,1090.0,2.0,43.59,3999.0825688073396
3668,1500.0,3.0,70.0,4666.666666666667
3669,2059.0,3.0,225.0,10927.634774162214
3670,525.0,1.0,30.0,5714.285714285715
3671,1447.0,2.0,75.97,5250.172771250864
3672,1269.0,2.0,75.0,5910.16548463357
3673,4800.0,4.0,700.0,14583.333333333334
3674,1070.0,2.0,37.45,3500.0000000000005
3675,1150.0,2.0,28.0,2434.782608695652
3676,1208.0,2.0,70.0,5794.701986754967
3677,1185.0,2.0,45.5,3839.662447257384
3678,1200.0,3.0,130.0,10833.333333333334
3679,888.0,2.0,34.0,3828.828828828829
3680,1015.0,2.0,25.88,2549.753694581281
3681,532.0,1.0,22.49,4227.443609022556
3682,1060.0,3.0,62.0,5849.056603773585
3683,700.0,1.0,35.0,5000.0
3684,902.0,2.0,42.0,4656.319290465632
3685,600.0,3.0,95.0,15833.333333333334
3686,1175.0,2.0,47.0,4000.0
3687,1365.0,2.0,122.0,8937.728937728938
3688,984.0,2.0,51.0,5182.926829268293
3689,2700.0,2.0,100.0,3703.703703703704
3690,1475.0,3.0,96.0,6508.474576271186
3691,1300.0,2.0,79.0,6076.923076923077
3692,1200.0,6.0,220.0,18333.333333333332
3693,1453.0,2.0,43.59,3000.0
3694,1550.0,2.0,160.0,10322.58064516129
3695,1666.0,3.0,95.0,5702.280912364946
3696,1410.0,4.0,160.0,11347.517730496455
3697,4025.0,5.0,800.0,19875.77639751553
